frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,image
268,0,0.0,0.93,1,0.0,0.0,0.07,0.0,1.4,1.2,0.17,0.9,2.12,0.67,0.0,0.55,0.0,0.03,0.54,1.04,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_022_1.jpg
269,0,0.0,0.93,1,0.0,0.0,0.01,0.0,1.47,0.74,0.0,0.69,2.48,0.98,0.0,0.8,0.0,0.06,0.0,1.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_022_2.jpg
270,0,0.0,0.93,1,0.0,0.0,0.0,0.24,1.52,0.36,0.0,0.53,1.99,0.65,0.31,1.07,0.61,0.7,0.0,1.38,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_022_3.jpg
271,0,0.0,0.98,1,0.02,0.0,0.0,0.7,1.58,0.19,0.0,0.37,1.49,0.3,0.76,1.39,1.27,1.41,0.0,1.64,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_023_1.jpg
272,0,0.0,0.98,1,0.56,0.4,0.08,0.7,1.1,0.0,0.0,0.11,0.69,0.48,0.76,1.94,1.27,1.56,0.0,1.59,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_023_2.jpg
273,0,0.0,0.88,1,0.56,0.4,0.08,0.46,0.8,0.0,0.0,0.37,0.71,0.74,0.57,1.71,0.98,0.89,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_023_3.jpg
274,0,0.0,0.98,1,0.54,0.4,0.08,0.0,0.72,0.03,0.0,0.65,0.91,1.03,0.18,1.55,0.49,0.18,0.0,0.36,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_024_1.jpg
275,0,0.0,0.98,1,0.0,0.0,0.0,0.0,1.12,0.03,0.0,1.07,1.5,1.01,0.33,1.1,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,sana_clip_024_2.jpg
276,0,0.0,0.98,1,0.52,0.22,0.0,0.25,0.85,0.35,0.0,0.72,1.13,0.76,0.21,1.18,0.37,0.0,0.03,0.75,0.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_024_3.jpg
277,0,0.0,0.98,1,0.92,0.48,0.0,0.34,0.41,0.62,0.0,0.43,0.58,0.47,0.15,1.12,0.21,0.0,0.03,1.41,0.11,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_025_1.jpg
278,0,0.0,0.98,1,1.12,0.65,0.0,0.59,0.0,0.89,0.0,0.0,0.0,0.0,0.0,1.15,0.09,0.17,0.03,2.07,0.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_025_2.jpg
279,0,0.0,0.98,1,0.9,0.43,0.64,0.34,0.0,0.57,0.0,0.68,0.34,0.81,0.52,1.73,0.0,0.74,0.0,1.69,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_025_3.jpg
280,0,0.0,0.98,1,0.89,0.17,1.28,0.25,0.0,0.27,0.0,1.38,0.7,1.54,1.13,2.47,0.0,1.41,0.0,1.41,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_026_1.jpg
281,0,0.0,0.98,1,0.96,0.0,1.77,0.0,0.0,0.0,0.0,2.04,1.06,2.21,1.63,3.11,0.0,1.74,0.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_026_2.jpg
282,0,0.0,0.98,1,1.79,0.48,1.13,0.47,0.0,0.1,0.0,1.66,1.14,1.4,1.11,2.38,0.0,1.16,0.76,1.38,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_026_3.jpg
283,0,0.0,0.98,1,2.38,0.76,0.49,0.79,0.02,0.27,0.0,1.3,1.23,0.9,0.5,1.41,0.0,0.5,1.2,1.14,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_027_1.jpg
284,0,0.0,0.98,1,3.2,1.23,0.0,1.3,0.02,0.61,0.0,0.93,1.32,0.29,0.0,0.59,0.06,0.0,1.81,1.59,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_027_2.jpg
285,0,0.0,0.98,1,2.41,0.76,0.09,0.83,0.02,0.52,0.0,0.64,1.0,0.29,0.49,1.07,0.06,0.0,1.06,0.83,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_027_3.jpg
286,0,0.0,0.93,1,1.79,0.47,0.18,0.51,0.01,0.36,0.0,0.29,0.66,0.05,0.8,1.42,0.06,0.0,0.61,0.7,0.53,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_028_1.jpg
287,0,0.0,0.98,1,1.15,0.0,0.27,0.0,0.0,0.01,0.0,0.0,0.35,0.0,1.2,1.76,0.0,0.0,0.0,0.0,0.89,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_028_2.jpg
288,0,0.0,0.98,1,1.13,0.17,0.18,0.0,0.39,0.2,0.0,0.56,1.23,0.59,0.71,1.12,0.0,0.0,0.63,0.26,0.59,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_028_3.jpg
289,0,0.0,0.98,1,1.07,0.42,0.09,0.0,0.72,0.39,0.0,1.03,2.03,1.12,0.4,0.76,0.0,0.0,1.3,0.61,0.36,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_029_1.jpg
290,0,0.0,0.98,1,0.93,0.65,0.0,0.0,1.05,0.56,0.0,1.47,2.78,1.71,0.0,0.28,0.0,0.0,2.06,0.96,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_029_2.jpg
291,0,0.0,0.98,1,0.62,0.48,0.0,0.0,1.23,1.07,0.0,1.05,2.57,1.32,0.0,0.22,0.0,0.0,1.93,0.9,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_029_3.jpg
292,0,0.0,0.98,1,0.32,0.23,0.0,0.0,1.39,1.69,0.0,0.59,2.35,0.85,0.0,0.11,0.0,0.0,1.93,0.83,0.03,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_030_1.jpg
293,0,0.0,0.93,1,0.0,0.0,0.0,0.0,1.65,2.4,0.0,0.16,2.23,0.39,0.0,0.06,0.0,0.0,1.73,0.65,0.03,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_030_2.jpg
294,0,0.0,0.98,1,0.13,0.0,0.28,0.0,1.68,2.36,0.0,0.45,2.12,0.86,0.0,0.51,0.08,0.0,1.74,1.6,0.03,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_030_3.jpg
295,0,0.0,0.98,1,0.32,0.0,0.52,0.0,1.81,2.16,0.0,0.88,2.15,1.4,0.06,0.86,0.26,0.0,1.61,2.32,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_031_1.jpg
296,0,0.0,0.98,1,0.48,0.0,0.75,0.0,1.89,1.91,0.0,1.34,2.08,2.02,0.06,1.33,0.48,0.0,1.55,3.13,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_031_2.jpg
297,0,0.0,0.98,1,1.31,0.85,0.83,0.0,1.65,1.61,0.0,1.27,2.05,1.53,0.25,1.11,0.59,0.0,1.37,2.35,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_031_3.jpg
298,0,0.0,0.93,1,1.17,0.85,0.91,0.0,1.57,1.28,0.0,1.37,2.21,1.56,0.43,1.35,0.81,0.0,1.01,1.78,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_033_1.jpg
299,0,0.0,0.98,1,1.1,0.94,0.94,0.0,1.37,1.02,0.0,1.39,2.43,1.36,0.68,1.41,1.03,0.0,0.62,1.11,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_033_2.jpg
300,0,0.0,0.98,1,0.25,0.08,0.79,0.0,1.42,1.18,0.0,1.38,2.38,1.38,0.55,1.43,0.84,0.0,0.9,1.71,0.16,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,sana_clip_033_3.jpg
301,0,0.0,0.98,1,0.3,0.08,0.7,0.0,1.35,1.4,0.0,1.35,2.12,1.09,0.44,1.12,0.45,0.0,1.31,2.06,0.28,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sana_clip_034_1.jpg
302,0,0.0,0.98,1,0.3,0.0,0.75,0.0,1.25,1.26,0.0,1.3,1.83,0.76,0.2,0.73,0.0,0.0,1.53,2.18,0.42,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,sana_clip_034_2.jpg
303,0,0.0,0.98,1,0.92,0.17,0.65,0.27,0.84,0.73,0.0,1.52,1.78,1.19,0.73,1.18,0.01,0.3,1.14,1.96,0.55,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,sana_clip_034_3.jpg
304,0,0.0,0.93,1,1.07,0.26,0.93,0.31,0.9,0.83,0.0,1.19,1.25,1.15,0.6,1.48,0.41,0.34,0.87,2.45,0.43,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,sana_clip_035_1.jpg
305,0,0.0,0.98,1,1.34,0.42,1.09,0.31,1.03,1.14,0.0,0.85,0.8,1.33,0.6,1.75,0.86,0.42,1.0,3.33,0.29,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_036_1.jpg
306,0,0.0,0.98,1,1.1,0.61,1.35,0.14,1.44,1.49,0.0,0.34,0.4,1.02,0.0,1.64,1.15,0.24,1.15,3.97,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_036_2.jpg
307,0,0.0,0.98,1,1.97,1.66,0.82,0.48,1.04,1.41,0.0,0.38,0.54,0.82,0.0,1.4,1.07,0.2,0.83,2.81,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_036_3.jpg
308,0,0.0,0.93,1,2.62,2.85,0.36,0.98,0.76,1.05,0.0,0.41,0.78,1.05,0.0,1.35,0.72,0.26,0.45,2.47,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,sana_clip_037_1.jpg
309,0,0.0,0.98,1,3.18,4.01,0.0,1.57,0.56,0.87,0.0,0.34,1.02,1.19,0.0,1.33,0.63,0.36,0.09,2.2,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,sana_clip_037_2.jpg
310,0,0.0,0.98,1,3.11,3.65,0.0,1.38,0.77,0.52,0.0,0.13,1.02,2.16,0.0,1.22,0.55,0.6,0.69,2.87,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,sana_clip_037_3.jpg
311,0,0.0,0.98,1,3.12,2.95,0.01,0.95,0.9,0.7,0.0,0.05,0.91,2.64,0.0,1.28,0.93,0.47,0.97,2.61,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_038_1.jpg
312,0,0.0,0.98,1,3.12,2.11,0.07,0.26,0.99,0.75,0.0,0.05,0.74,3.26,0.0,1.0,1.07,0.26,0.99,2.31,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_038_2.jpg
313,0,0.0,0.88,1,2.98,2.0,0.07,0.07,1.03,0.64,0.0,0.05,1.04,2.2,0.0,0.75,1.0,0.04,0.96,2.18,0.19,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,sana_clip_038_3.jpg
314,0,0.0,0.88,1,3.04,2.04,0.06,0.0,1.14,0.51,0.0,0.0,1.26,1.25,0.2,0.33,0.75,0.02,1.05,2.02,0.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sana_clip_039_1.jpg
315,0,0.0,0.88,1,3.13,2.08,0.0,0.0,1.34,0.38,0.0,0.0,1.61,0.26,0.2,0.1,0.76,0.02,1.45,1.79,0.23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sana_clip_039_2.jpg
316,0,0.0,0.88,1,2.24,1.43,0.0,0.0,0.98,0.33,0.0,0.0,1.07,0.26,0.2,0.1,0.6,0.0,0.89,1.15,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,sana_clip_039_3.jpg
317,0,0.0,0.03,0,1.13,0.72,0.0,0.0,0.51,0.09,0.0,0.0,0.54,0.08,0.0,0.07,0.37,0.0,0.43,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_040_1.jpg
318,0,0.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_040_2.jpg
319,0,0.0,0.03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_040_3.jpg
320,0,0.0,0.03,0,0.0,0.0,0.47,0.32,0.57,0.35,0.0,0.56,0.75,0.48,0.09,1.13,0.0,0.95,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_041_1.jpg
321,0,0.0,0.93,1,0.0,0.0,0.95,0.61,1.16,0.68,0.0,1.03,1.48,0.96,0.24,2.31,0.04,1.9,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_041_2.jpg
322,0,0.0,0.88,1,0.23,0.23,1.01,0.7,1.16,0.89,0.0,1.19,1.54,0.96,0.24,2.31,0.05,1.9,0.24,1.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_041_3.jpg
323,0,0.0,0.98,1,0.43,0.45,0.66,0.45,0.59,0.85,0.0,0.92,0.84,0.49,0.15,1.21,0.11,0.95,0.67,2.23,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_042_1.jpg
324,0,0.0,0.93,1,0.71,0.73,0.24,0.29,0.0,0.78,0.0,0.86,0.2,0.0,0.0,0.08,0.1,0.03,1.04,3.55,0.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_042_2.jpg
325,0,0.0,0.98,1,0.48,0.5,0.17,0.19,0.62,0.59,0.32,1.28,1.11,0.68,0.0,0.74,0.1,0.51,0.85,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_042_3.jpg
326,0,0.0,0.98,1,0.27,0.34,0.06,0.13,1.23,0.29,0.6,1.59,2.04,1.46,0.0,1.34,0.04,1.04,0.51,1.59,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,sana_clip_043_1.jpg
327,0,0.0,0.98,1,0.0,0.05,0.01,0.0,1.9,0.34,0.84,1.67,2.92,2.03,0.0,1.95,0.0,1.33,0.61,0.23,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_043_2.jpg
328,0,0.0,0.98,1,0.41,0.66,0.0,0.0,1.75,0.73,0.69,1.56,2.6,1.49,0.15,2.0,0.0,0.85,0.55,0.12,0.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_043_3.jpg
329,0,0.0,0.98,1,0.85,1.09,0.0,0.0,1.66,1.27,0.58,1.46,2.3,0.96,0.18,2.07,0.0,0.32,0.46,0.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_1.jpg
330,0,0.0,0.98,1,1.28,1.57,0.0,0.0,1.51,1.52,0.5,1.37,2.0,0.57,0.29,2.09,0.0,0.0,0.0,0.0,0.07,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_2.jpg
331,0,0.0,0.98,1,0.97,0.96,0.61,0.0,2.08,1.91,0.34,2.1,2.53,0.88,0.74,2.86,0.47,0.85,0.71,0.65,0.03,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_045_3.jpg
332,0,0.0,0.88,1,0.77,0.48,1.29,0.0,2.52,2.24,0.24,2.7,3.0,0.85,1.21,3.56,0.85,1.65,1.52,1.19,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_1.jpg
333,0,0.0,0.98,1,0.59,0.0,2.04,0.0,2.98,2.52,0.16,3.34,3.47,0.97,1.59,4.28,1.23,2.44,2.28,1.72,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_2.jpg
334,0,0.0,0.98,1,0.49,0.0,2.5,0.0,2.62,1.71,0.16,2.84,3.4,1.35,0.99,3.29,0.76,1.88,1.57,1.71,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,sana_clip_046_3.jpg
335,0,0.0,0.98,1,0.25,0.1,3.12,0.0,2.43,0.87,0.08,2.42,3.38,1.86,0.48,2.28,0.38,1.44,0.77,1.62,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,sana_clip_047_1.jpg
