url,start_time,duration,output_name
https://www.youtube.com/watch?v=TVrULZ8SP3g,00:00:27,00:00:09,asmita_clip_001,nervous
https://www.youtube.com/watch?v=hXSndhNqkiM,00:00:19,00:00:04,asmita_clip_002,nervous
https://www.youtube.com/watch?v=q2ob25kfLKs,00:07:51,00:00:03,asmita_clip_003,charming
https://www.youtube.com/watch?v=GD2TcQ35b_U,00:01:06,00:00:03,asmita_clip_004,polite
https://www.youtube.com/watch?v=hajcnhT_TbE,00:11:09,00:00:04,asmita_clip_006,evil
https://www.youtube.com/watch?v=1B-8mdusqEo,00:07:07,00:00:04,asmita_clip_007,charming
https://www.youtube.com/watch?v=BvHCpWixZRA,00:01:22,00:00:03,asmita_clip_008,awkward
https://www.youtube.com/watch?v=G1FLUuDKRYI,00:02:38,00:00:03,asmita_clip_009,awkward
https://www.youtube.com/watch?v=G1FLUuDKRYI,00:10:51,00:00:05,asmita_clip_010,awkward
https://www.youtube.com/watch?v=Bl5630CeYFs,00:03:25,00:00:04,asmita_clip_011,evil
https://www.youtube.com/watch?v=3_QlAf1rRGE,00:00:19,00:00:05,asmita_clip_012,nervous
https://www.youtube.com/shorts/mQh_O9u1gmE,00:00:43,00:00:02,asmita_clip_013,polite
https://www.youtube.com/watch?v=ZMLf_5t-krA,00:00:00,00:00:05,asmita_clip_014,charming
https://www.youtube.com/watch?v=GI-KKDiDRds,00:00:34,00:00:03,asmita_clip_015,nervous
https://www.youtube.com/watch?v=VWAhbaQFzRw,00:00:23,00:00:03,asmita_clip_016,charming
https://www.youtube.com/watch?v=hWki8Zxz4eU,00:00:00,00:00:02,asmita_clip_017,charming
https://www.youtube.com/watch?v=hWki8Zxz4eU,00:00:47,00:00:03,asmita_clip_018,evil
https://www.youtube.com/watch?v=NJqgcrev-hk,00:00:59,00:00:02,asmita_clip_019,charming
https://www.youtube.com/shorts/-DpOQSh0QPk,00:00:14,00:00:02,asmita_clip_020,charming
https://www.youtube.com/shorts/GUqfUFTpdGM,00:00:04,00:00:02,asmita_clip_021,evil
https://www.youtube.com/watch?v=252nUIshqxI,00:09:29,00:00:03,asmita_clip_022,polite
https://www.youtube.com/watch?v=HCvpVtJTzC0,00:00:22,00:00:03,asmita_clip_023,charming
https://www.youtube.com/shorts/zxqHkR-MQfc,00:00:04,00:00:02,asmita_clip_024,polite
https://www.youtube.com/watch?v=hW_2yLKqqLo,00:06:12,00:00:03,asmita_clip_025,evil
https://www.youtube.com/watch?v=zNqWYcDb0Ow,00:0057:00:00:02,asmita_clip_026,evil
https://www.youtube.com/watch?v=1lmvBEz9XOo,00:10:58,00:00:02,asmita_clip_027,joyful
https://www.youtube.com/watch?v=4n1GOZWVAuw,00:06:29,00:00:03,asmita_clip_028,evil
https://www.youtube.com/watch?v=4n1GOZWVAuw,00:10:45,00:00:02,asmita_clip_029,nervous
https://www.youtube.com/watch?v=4n1GOZWVAuw,00:20:08,00:00:04,asmita_clip_030,nervous
https://www.youtube.com/shorts/iFlIx0I-HX8,00:00:00,00:00:03,sana_clip_001
https://www.youtube.com/watch?v=ncHcnKKMI_Y,00:00:20,00:00:05,sana_clip_002
https://www.youtube.com/watch?v=1eZK59Mz8zE,00:00:00,00:00:05,sana_clip_003
https://www.youtube.com/watch?v=KeBncethSeU,00:00:00,00:00:05,sana_clip_004
https://www.youtube.com/watch?v=snQ9NM8WUko,00:00:00,00:00:05,sana_clip_005
https://www.youtube.com/watch?v=JLB1Nyd0zv4,00:00:00,00:00:03,sana_clip_006
https://www.youtube.com/watch?v=DtqvL-QelVE,00:00:07,00:00:03,sana_clip_007
https://www.youtube.com/watch?v=2fI1CGpUlvM,00:00:00,00:00:08,sana_clip_008
https://www.youtube.com/watch?v=fMOt1i1MlQY,00:00:06,00:00:06,sana_clip_009
https://www.youtube.com/watch?v=nZSz2FIa8hg,00:00:17,00:00:06,sana_clip_010
https://www.youtube.com/watch?v=ZqnSOGhynDo,00:00:09,00:00:05,sana_clip_011
https://www.youtube.com/watch?v=VjDJC2rkrzE,00:00:14,00:00:09,sana_clip_012
https://www.youtube.com/watch?v=45rWkhPt6fk,00:01:46,00:00:05,sana_clip_013
https://www.youtube.com/watch?v=45rWkhPt6fk,00:07:37,00:00:03,sana_clip_014
https://www.youtube.com/watch?v=rZkpJBZt_0U,00:00:00,00:00:04,sana_clip_015
https://www.youtube.com/watch?v=gkl0FyGaTkY,00:00:00,00:00:03,sana_clip_016
https://www.youtube.com/watch?v=WRGLbaaSSCc,00:00:00,00:00:03,sana_clip_017
https://www.youtube.com/watch?v=HGtggkFXiyk,00:00:09,00:00:06,sana_clip_018
https://www.youtube.com/watch?v=NXKQdMtnc_E,00:00:00,00:00:03,sana_clip_019
https://www.youtube.com/watch?v=TpgfjY-9JUs,00:00:00,00:00:03,sana_clip_020
https://www.youtube.com/watch?v=ErqtnHIb-hQ,00:00:00,00:00:04,sana_clip_021
https://www.youtube.com/watch?v=06aZudi4RMs,00:00:07,00:00:04,sana_clip_022
https://www.youtube.com/watch?v=fUhsHLRjPRQ,00:00:13,00:00:04,sana_clip_023
https://www.youtube.com/watch?v=ieM32hEG0ZI,00:00:16,00:00:04,sana_clip_024
https://www.youtube.com/watch?v=2kMiBNkLZxE,00:00:04,00:00:03,sana_clip_025
https://www.youtube.com/watch?v=9liue7y3bGc,00:00:00,00:00:05,sana_clip_026
https://www.youtube.com/watch?v=ZyAk9G9yNWk,00:00:00,00:00:04,sana_clip_027
https://www.youtube.com/watch?v=yCqiVxgmqXI,00:00:09,00:00:04,sana_clip_028
https://www.youtube.com/watch?v=Eh7Pw7QBTew,00:00:00,00:00:04,sana_clip_029
https://www.youtube.com/watch?v=WOl3gbzY0ho,00:00:00,00:00:04,sana_clip_030
https://www.youtube.com/watch?v=rQN4-l5AXE0,00:00:00,00:00:03,sana_clip_031
https://www.youtube.com/watch?v=BECe_ok1RI8,00:00:00,00:00:03,sana_clip_032
https://www.youtube.com/watch?v=_Mv7fBqauvc,00:00:13,00:00:03,sana_clip_033
https://www.youtube.com/watch?v=6FSnfS7-ohM,00:00:00,00:00:04,sana_clip_034
https://www.youtube.com/watch?v=XZupSm_EyHA,00:00:12,00:00:04,sana_clip_035
https://www.youtube.com/watch?v=vVVenmHkxic,00:00:00,00:00:04,sana_clip_036
https://www.youtube.com/watch?v=pY8LE5WuZ4s,00:00:00,00:00:04,sana_clip_037
https://www.youtube.com/watch?v=gHmMWBpUzgc,00:00:00,00:00:04,sana_clip_038
https://www.youtube.com/shorts/ly5cTiG91bE,00:00:00,00:00:04,sana_clip_039
https://www.youtube.com/watch?v=JmEyUOLDGFA,00:00:04,00:00:05,sana_clip_040
https://www.youtube.com/watch?v=zNqWYcDb0Ow,00:01:46,00:00:05,sana_clip_041
https://www.youtube.com/shorts/2kMiBNkLZxE,00:00:03,00:00:04,sana_clip_042
https://www.youtube.com/shorts/86kC51TiAhw,00:00:00,00:00:04,sana_clip_043
https://www.youtube.com/shorts/Mg9zbP0QztE,00:00:44,00:00:04,sana_clip_045
https://www.youtube.com/watch?v=3vHtYobwwP4,00:01:06,00:00:03,sana_clip_046
https://www.youtube.com/watch?v=3vHtYobwwP4,00:01:16,00:00:04,sana_clip_047
https://www.youtube.com/watch?v=3vHtYobwwP4,00:01:37,00:00:03,sana_clip_048
https://www.youtube.com/shorts/n9Zxj3wLDF0,00:00:02,00:00:03,sana_clip_049
https://www.youtube.com/watch?v=9UjaSt3BBgY,00:00:00,00:00:03,sana_clip_050
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:00:00,00:00:04,sana_clip_051
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:00:08,00:00:04,sana_clip_052
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:00:14,00:00:03,sana_clip_053
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:00:39,00:00:04,sana_clip_054
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:00:45,00:00:03,sana_clip_055
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:01:03,00:00:03,sana_clip_056
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:01:39,00:00:03,sana_clip_057
https://www.youtube.com/watch?v=GOxiFHFJtmA,00:02:04,00:00:03,sana_clip_058
https://www.youtube.com/watch?v=6aarz2cRzUc,00:00:26,00:00:03,sana_clip_059
https://www.youtube.com/shorts/RC21IxRzGno,00:00:00,00:00:15,sana_clip_060
https://www.youtube.com/shorts/r6YRCQ-DnGc,00:00:06,00:00:05,sana_clip_061
https://www.youtube.com/shorts/Ohpe6Q4IY0M,00:00:15,00:00:05,sana_clip_062
https://www.youtube.com/shorts/Pe7Dc3a1jlk,00:00:17,00:00:05,sana_clip_063
https://www.youtube.com/shorts/HKGDimOU9cM,00:00:31,00:00:05,sana_clip_064
https://www.youtube.com/shorts/0Tzgpqj5o34,00:00:00,00:00:05,sana_clip_065
https://www.youtube.com/shorts/-DyAypevH2U,00:00:11,00:00:03,sana_clip_066
https://www.youtube.com/shorts/gmIFn-gTDks,00:00:16,00:00:03,sana_clip_067
https://www.youtube.com/shorts/-fkqAzlVprI,00:00:00,00:00:06,sana_clip_068
https://www.youtube.com/shorts/UBw3QuHQt18,00:00:00,00:00:06,sana_clip_069
https://www.youtube.com/watch?v=rpQTOU8cawQ,00:00:58,00:00:06,anil_clip_001
https://www.youtube.com/watch?v=yiQtBYP5VTE,00:01:05,00:00:03,anil_clip_002
https://www.youtube.com/watch?v=SGkgPTtSlVw,00:0:18,00:00:02,anil_clip_003
https://www.youtube.com/watch?v=o7Rt48_Fu10,00:00:03,00:00:02,anil_clip_004
https://www.youtube.com/watch?v=hJVbo5sy5FI,00:01:26,00:00:03,anil_clip_005
https://www.youtube.com/watch?v=YR_3vDazFmA,00:00:31,00:00:01,anil_clip_006
https://www.youtube.com/watch?v=Qwm6BSGrOq0,00:00:26,00:00:02,anil_clip_007
https://www.youtube.com/watch?v=Qwm6BSGrOq0,00:00:29,00:00:03,anil_clip_008
https://www.youtube.com/watch?v=Qwm6BSGrOq0,00:00:43,00:00:02,anil_clip_009
https://www.youtube.com/watch?v=-kI769Xigik,00:04:05,00:00:03,anil_clip_010
https://www.youtube.com/watch?v=NMsvr4txH_g,00:00:05,00:00:03,anil_clip_011
https://www.youtube.com/watch?v=-VwgK3V938E,00:00:55,00:00:02,anil_clip_012
https://www.youtube.com/watch?v=-VwgK3V938E,00:05:41,00:00:04,anil_clip_013
https://www.youtube.com/watch?v=-VwgK3V938E,00:07:32,00:00:03,anil_clip_014
https://www.youtube.com/watch?v=-VwgK3V938E,00:07:46,00:00:03,anil_clip_015
https://www.youtube.com/watch?v=-VwgK3V938E,00:09:59,00:00:04,anil_clip_016
https://www.youtube.com/watch?v=2nOe9ebYypM,00:00:13,00:00:03,anil_clip_017
https://www.youtube.com/watch?v=_9geEbZIAJM,00:00:26,00:00:03,anil_clip_018
https://www.youtube.com/watch?v=_9geEbZIAJM,00:00:28,00:00:03,anil_clip_019
https://www.youtube.com/watch?v=J9d2S31MuC0,00:00:01,00:00:01,anil_clip_020
https://www.youtube.com/watch?v=BasxIApDMWY,00:05:16,00:00:02,anil_clip_021
https://www.youtube.com/watch?v=BasxIApDMWY,00:06:21,00:00:02,anil_clip_022
https://www.youtube.com/watch?v=wxfvT3Hm1uk,00:00:18,00:00:02,anil_clip_023
https://www.youtube.com/watch?v=EwMm6DH-XD0,00:00:08,00:00:02,anil_clip_024
https://www.youtube.com/watch?v=E27X9fTqAcU,00:59:04,00:00:02,anil_clip_025
https://www.youtube.com/watch?v=3TzOkOCjFx0,00:03:18,00:00:02,anil_clip_026
https://www.youtube.com/watch?v=JphA-WAPgUs,00:50:39,00:00:04,anil_clip_027
https://www.youtube.com/watch?v=qMLbY2PS5HU,00:02:25,00:00:04,anil_clip_028
https://www.youtube.com/watch?v=3G-UMzERy2s,00:00:17,00:00:01,anil_clip_029
https://www.youtube.com/watch?v=3G-UMzERy2s,00:00:53,00:00:02,anil_clip_030
https://www.youtube.com/watch?v=3G-UMzERy2s,00:01:14,00:00:01,anil_clip_031
https://www.youtube.com/watch?v=3G-UMzERy2s,00:01:32,00:00:02,anil_clip_032
https://www.youtube.com/watch?v=DDPKvI_ja10,00:01:07,00:00:03,anil_clip_033
https://www.youtube.com/watch?v=DDPKvI_ja10,00:01:16,00:00:02,anil_clip_034
https://www.youtube.com/watch?v=esfChb49_Rk,00:01:10,00:00:02,anil_clip_035
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:01:42,00:00:03,anil_clip_036
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:01:50,00:00:02,anil_clip_037
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:04:11,00:00:02,anil_clip_038
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:10:14,00:00:02,anil_clip_039
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:10:34,00:00:02,anil_clip_040
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:11:04,00:00:02,anil_clip_041 
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:11:44,00:00:03,anil_clip_042
https://www.youtube.com/watch?v=BYxsbDCGAfM,00:15:05,00:00:02,anil_clip_043